"siteA";"siteB";"neardist";"metric";"value";"interaction"
"Argyle Square";"Gardiner Reserve";1908,29;"species_turnover";0,459459459459459;"pollination"
"Argyle Square";"Gardiner Reserve";1908,29;"interaction_turnover";0,877551020408163;"pollination"
"Argyle Square";"Garrard Street Reserve";3243,14;"species_turnover";0,435897435897436;"pollination"
"Argyle Square";"Garrard Street Reserve";3243,14;"interaction_turnover";0,781818181818182;"pollination"
"Argyle Square";"Lincoln Square";161,29;"species_turnover";0,416666666666667;"pollination"
"Argyle Square";"Lincoln Square";161,29;"interaction_turnover";0,67420814479638;"pollination"
"Argyle Square";"Murchinson Square";574,12;"species_turnover";0,435897435897436;"pollination"
"Argyle Square";"Murchinson Square";574,12;"interaction_turnover";0,756756756756757;"pollination"
"Argyle Square";"Pleasance Gardens";1779,08;"species_turnover";0,5;"pollination"
"Argyle Square";"Pleasance Gardens";1779,08;"interaction_turnover";0,886075949367089;"pollination"
"Argyle Square";"Princes Park";1214,02;"species_turnover";0,490196078431373;"pollination"
"Argyle Square";"Princes Park";1214,02;"interaction_turnover";0,775;"pollination"
"Argyle Square";"Royal Park";1257,93;"species_turnover";0,777777777777778;"pollination"
"Argyle Square";"Royal Park";1257,93;"interaction_turnover";0,923943661971831;"pollination"
"Argyle Square";"State Library of Victoria";704,24;"species_turnover";0,51219512195122;"pollination"
"Argyle Square";"State Library of Victoria";704,24;"interaction_turnover";0,891566265060241;"pollination"
"Argyle Square";"University Square";417,22;"species_turnover";0,428571428571429;"pollination"
"Argyle Square";"University Square";417,22;"interaction_turnover";0,86046511627907;"pollination"
"Argyle Square";"Westgate Park";5534,31;"species_turnover";0,675675675675676;"pollination"
"Argyle Square";"Westgate Park";5534,31;"interaction_turnover";0,905013192612137;"pollination"
"Argyle Square";"Women's Peace Gardens";3786,52;"species_turnover";0,878787878787879;"pollination"
"Argyle Square";"Women's Peace Gardens";3786,52;"interaction_turnover";0,984;"pollination"
"Argyle Square";"Womens Peace Gardens";NA;"species_turnover";0,48;"pollination"
"Argyle Square";"Womens Peace Gardens";NA;"interaction_turnover";0,727272727272727;"pollination"
"Canning/Neil Street Reserve";"Canning/Neill St Reserve";NA;"species_turnover";0,833333333333333;"pollination"
"Canning/Neil Street Reserve";"Canning/Neill St Reserve";NA;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Carlton Gardens South";1325,56;"species_turnover";0,959183673469388;"pollination"
"Canning/Neil Street Reserve";"Carlton Gardens South";1325,56;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Fitzroy-Treasury Gardens";1886,97;"species_turnover";0,967741935483871;"pollination"
"Canning/Neil Street Reserve";"Fitzroy-Treasury Gardens";1886,97;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Gardiner Reserve";2669,97;"species_turnover";0,857142857142857;"pollination"
"Canning/Neil Street Reserve";"Gardiner Reserve";2669,97;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Garrard Street Reserve";3161,27;"species_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Garrard Street Reserve";3161,27;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Lincoln Square";1302,83;"species_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Lincoln Square";1302,83;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Murchinson Square";732,11;"species_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Murchinson Square";732,11;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Pleasance Gardens";2425,12;"species_turnover";0,882352941176471;"pollination"
"Canning/Neil Street Reserve";"Pleasance Gardens";2425,12;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Princes Park";1052,46;"species_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Princes Park";1052,46;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Royal Park";1379,73;"species_turnover";0,957446808510638;"pollination"
"Canning/Neil Street Reserve";"Royal Park";1379,73;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"State Library of Victoria";1975,96;"species_turnover";1;"pollination"
"Canning/Neil Street Reserve";"State Library of Victoria";1975,96;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"University Square";1354,98;"species_turnover";1;"pollination"
"Canning/Neil Street Reserve";"University Square";1354,98;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Westgate Park";6773;"species_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Westgate Park";6773;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Women's Peace Gardens";4328,91;"species_turnover";0,6;"pollination"
"Canning/Neil Street Reserve";"Women's Peace Gardens";4328,91;"interaction_turnover";1;"pollination"
"Canning/Neil Street Reserve";"Womens Peace Gardens";NA;"species_turnover";0,925925925925926;"pollination"
"Canning/Neil Street Reserve";"Womens Peace Gardens";NA;"interaction_turnover";1;"pollination"
"Canning/Neill St Reserve";"Carlton Gardens South";NA;"species_turnover";0,649122807017544;"pollination"
"Canning/Neill St Reserve";"Carlton Gardens South";NA;"interaction_turnover";0,9375;"pollination"
"Canning/Neill St Reserve";"Fitzroy-Treasury Gardens";NA;"species_turnover";0,714285714285714;"pollination"
"Canning/Neill St Reserve";"Fitzroy-Treasury Gardens";NA;"interaction_turnover";0,954545454545455;"pollination"
"Canning/Neill St Reserve";"Gardiner Reserve";NA;"species_turnover";0,0909090909090908;"pollination"
"Canning/Neill St Reserve";"Gardiner Reserve";NA;"interaction_turnover";0,5;"pollination"
"Canning/Neill St Reserve";"Garrard Street Reserve";NA;"species_turnover";0,25;"pollination"
"Canning/Neill St Reserve";"Garrard Street Reserve";NA;"interaction_turnover";1;"pollination"
"Canning/Neill St Reserve";"Lincoln Square";NA;"species_turnover";0,454545454545455;"pollination"
"Canning/Neill St Reserve";"Lincoln Square";NA;"interaction_turnover";1;"pollination"
"Canning/Neill St Reserve";"Murchinson Square";NA;"species_turnover";0,25;"pollination"
"Canning/Neill St Reserve";"Murchinson Square";NA;"interaction_turnover";1;"pollination"
"Canning/Neill St Reserve";"Pleasance Gardens";NA;"species_turnover";0,2;"pollination"
"Canning/Neill St Reserve";"Pleasance Gardens";NA;"interaction_turnover";0,617021276595745;"pollination"
"Canning/Neill St Reserve";"Princes Park";NA;"species_turnover";0,5;"pollination"
"Canning/Neill St Reserve";"Princes Park";NA;"interaction_turnover";1;"pollination"
"Canning/Neill St Reserve";"Royal Park";NA;"species_turnover";0,803921568627451;"pollination"
"Canning/Neill St Reserve";"Royal Park";NA;"interaction_turnover";0,969949916527546;"pollination"
"Canning/Neill St Reserve";"State Library of Victoria";NA;"species_turnover";0,307692307692308;"pollination"
"Canning/Neill St Reserve";"State Library of Victoria";NA;"interaction_turnover";1;"pollination"
"Canning/Neill St Reserve";"University Square";NA;"species_turnover";0,1;"pollination"
"Canning/Neill St Reserve";"University Square";NA;"interaction_turnover";1;"pollination"
"Canning/Neill St Reserve";"Westgate Park";NA;"species_turnover";0,694915254237288;"pollination"
"Canning/Neill St Reserve";"Westgate Park";NA;"interaction_turnover";1;"pollination"
"Canning/Neill St Reserve";"Women's Peace Gardens";NA;"species_turnover";0,888888888888889;"pollination"
"Canning/Neill St Reserve";"Women's Peace Gardens";NA;"interaction_turnover";1;"pollination"
"Canning/Neill St Reserve";"Womens Peace Gardens";NA;"species_turnover";0,428571428571429;"pollination"
"Canning/Neill St Reserve";"Womens Peace Gardens";NA;"interaction_turnover";0,882352941176471;"pollination"
"Carlton Gardens South";"Fitzroy-Treasury Gardens";544,08;"species_turnover";0,476635514018692;"pollination"
"Carlton Gardens South";"Fitzroy-Treasury Gardens";544,08;"interaction_turnover";0,537537537537538;"pollination"
"Carlton Gardens South";"Gardiner Reserve";2319,03;"species_turnover";0,593220338983051;"pollination"
"Carlton Gardens South";"Gardiner Reserve";2319,03;"interaction_turnover";0,823529411764706;"pollination"
"Carlton Gardens South";"Garrard Street Reserve";3716,89;"species_turnover";0,60655737704918;"pollination"
"Carlton Gardens South";"Garrard Street Reserve";3716,89;"interaction_turnover";0,833333333333333;"pollination"
"Carlton Gardens South";"Lincoln Square";573,41;"species_turnover";0,571428571428571;"pollination"
"Carlton Gardens South";"Lincoln Square";573,41;"interaction_turnover";0,763157894736842;"pollination"
"Carlton Gardens South";"Murchinson Square";543,57;"species_turnover";0,573770491803279;"pollination"
"Carlton Gardens South";"Murchinson Square";543,57;"interaction_turnover";0,824104234527687;"pollination"
"Carlton Gardens South";"Pleasance Gardens";2231,07;"species_turnover";0,580645161290323;"pollination"
"Carlton Gardens South";"Pleasance Gardens";2231,07;"interaction_turnover";0,772870662460568;"pollination"
"Carlton Gardens South";"Princes Park";1642,67;"species_turnover";0,561643835616438;"pollination"
"Carlton Gardens South";"Princes Park";1642,67;"interaction_turnover";0,729323308270677;"pollination"
"Carlton Gardens South";"Royal Park";1721,12;"species_turnover";0,755395683453237;"pollination"
"Carlton Gardens South";"Royal Park";1721,12;"interaction_turnover";0,875719217491369;"pollination"
"Carlton Gardens South";"State Library of Victoria";486,42;"species_turnover";0,587301587301587;"pollination"
"Carlton Gardens South";"State Library of Victoria";486,42;"interaction_turnover";0,833846153846154;"pollination"
"Carlton Gardens South";"University Square";848,12;"species_turnover";0,649122807017544;"pollination"
"Carlton Gardens South";"University Square";848,12;"interaction_turnover";0,9375;"pollination"
"Carlton Gardens South";"Westgate Park";5623,46;"species_turnover";0,729166666666667;"pollination"
"Carlton Gardens South";"Westgate Park";5623,46;"interaction_turnover";0,933085501858736;"pollination"
"Carlton Gardens South";"Women's Peace Gardens";4230,09;"species_turnover";0,854545454545454;"pollination"
"Carlton Gardens South";"Women's Peace Gardens";4230,09;"interaction_turnover";0,992957746478873;"pollination"
"Carlton Gardens South";"Womens Peace Gardens";NA;"species_turnover";0,527777777777778;"pollination"
"Carlton Gardens South";"Womens Peace Gardens";NA;"interaction_turnover";0,659574468085106;"pollination"
"Fitzroy-Treasury Gardens";"Gardiner Reserve";3090,88;"species_turnover";0,666666666666667;"pollination"
"Fitzroy-Treasury Gardens";"Gardiner Reserve";3090,88;"interaction_turnover";0,869565217391304;"pollination"
"Fitzroy-Treasury Gardens";"Garrard Street Reserve";4662,63;"species_turnover";0,702702702702703;"pollination"
"Fitzroy-Treasury Gardens";"Garrard Street Reserve";4662,63;"interaction_turnover";0,916666666666667;"pollination"
"Fitzroy-Treasury Gardens";"Lincoln Square";1520,01;"species_turnover";0,566265060240964;"pollination"
"Fitzroy-Treasury Gardens";"Lincoln Square";1520,01;"interaction_turnover";0,774590163934426;"pollination"
"Fitzroy-Treasury Gardens";"Murchinson Square";1143,91;"species_turnover";0,675675675675676;"pollination"
"Fitzroy-Treasury Gardens";"Murchinson Square";1143,91;"interaction_turnover";0,869879518072289;"pollination"
"Fitzroy-Treasury Gardens";"Pleasance Gardens";3107,62;"species_turnover";0,626666666666667;"pollination"
"Fitzroy-Treasury Gardens";"Pleasance Gardens";3107,62;"interaction_turnover";0,830588235294118;"pollination"
"Fitzroy-Treasury Gardens";"Princes Park";2532;"species_turnover";0,581395348837209;"pollination"
"Fitzroy-Treasury Gardens";"Princes Park";2532;"interaction_turnover";0,747534516765286;"pollination"
"Fitzroy-Treasury Gardens";"Royal Park";2656,58;"species_turnover";0,776315789473684;"pollination"
"Fitzroy-Treasury Gardens";"Royal Park";2656,58;"interaction_turnover";0,907881269191402;"pollination"
"Fitzroy-Treasury Gardens";"State Library of Victoria";914,28;"species_turnover";0,684210526315789;"pollination"
"Fitzroy-Treasury Gardens";"State Library of Victoria";914,28;"interaction_turnover";0,875288683602771;"pollination"
"Fitzroy-Treasury Gardens";"University Square";1772,31;"species_turnover";0,714285714285714;"pollination"
"Fitzroy-Treasury Gardens";"University Square";1772,31;"interaction_turnover";0,954545454545455;"pollination"
"Fitzroy-Treasury Gardens";"Westgate Park";5788,21;"species_turnover";0,779816513761468;"pollination"
"Fitzroy-Treasury Gardens";"Westgate Park";5788,21;"interaction_turnover";0,972136222910217;"pollination"
"Fitzroy-Treasury Gardens";"Women's Peace Gardens";5038,34;"species_turnover";0,911764705882353;"pollination"
"Fitzroy-Treasury Gardens";"Women's Peace Gardens";5038,34;"interaction_turnover";1;"pollination"
"Fitzroy-Treasury Gardens";"Womens Peace Gardens";NA;"species_turnover";0,647058823529412;"pollination"
"Fitzroy-Treasury Gardens";"Womens Peace Gardens";NA;"interaction_turnover";0,796610169491526;"pollination"
"Gardiner Reserve";"Garrard Street Reserve";2131,2;"species_turnover";0,230769230769231;"pollination"
"Gardiner Reserve";"Garrard Street Reserve";2131,2;"interaction_turnover";0,75;"pollination"
"Gardiner Reserve";"Lincoln Square";1645,83;"species_turnover";0,371428571428571;"pollination"
"Gardiner Reserve";"Lincoln Square";1645,83;"interaction_turnover";0,71875;"pollination"
"Gardiner Reserve";"Murchinson Square";2517,58;"species_turnover";0,153846153846154;"pollination"
"Gardiner Reserve";"Murchinson Square";2517,58;"interaction_turnover";0,345454545454545;"pollination"
"Gardiner Reserve";"Pleasance Gardens";245,6;"species_turnover";0,185185185185185;"pollination"
"Gardiner Reserve";"Pleasance Gardens";245,6;"interaction_turnover";0,446153846153846;"pollination"
"Gardiner Reserve";"Princes Park";1639,51;"species_turnover";0,421052631578947;"pollination"
"Gardiner Reserve";"Princes Park";1639,51;"interaction_turnover";0,755102040816326;"pollination"
"Gardiner Reserve";"Royal Park";653,87;"species_turnover";0,788461538461539;"pollination"
"Gardiner Reserve";"Royal Park";653,87;"interaction_turnover";0,941653160453809;"pollination"
"Gardiner Reserve";"State Library of Victoria";2089,15;"species_turnover";0,357142857142857;"pollination"
"Gardiner Reserve";"State Library of Victoria";2089,15;"interaction_turnover";1;"pollination"
"Gardiner Reserve";"University Square";1399,45;"species_turnover";0,0909090909090908;"pollination"
"Gardiner Reserve";"University Square";1399,45;"interaction_turnover";0,5;"pollination"
"Gardiner Reserve";"Westgate Park";4342,6;"species_turnover";0,704918032786885;"pollination"
"Gardiner Reserve";"Westgate Park";4342,6;"interaction_turnover";1;"pollination"
"Gardiner Reserve";"Women's Peace Gardens";1859,26;"species_turnover";0,9;"pollination"
"Gardiner Reserve";"Women's Peace Gardens";1859,26;"interaction_turnover";1;"pollination"
"Gardiner Reserve";"Womens Peace Gardens";NA;"species_turnover";0,405405405405405;"pollination"
"Gardiner Reserve";"Womens Peace Gardens";NA;"interaction_turnover";0,789473684210526;"pollination"
"Garrard Street Reserve";"Lincoln Square";3057,58;"species_turnover";0,459459459459459;"pollination"
"Garrard Street Reserve";"Lincoln Square";3057,58;"interaction_turnover";0,876712328767123;"pollination"
"Garrard Street Reserve";"Murchinson Square";3521,7;"species_turnover";0,214285714285714;"pollination"
"Garrard Street Reserve";"Murchinson Square";3521,7;"interaction_turnover";0,506849315068493;"pollination"
"Garrard Street Reserve";"Pleasance Gardens";1880,11;"species_turnover";0,310344827586207;"pollination"
"Garrard Street Reserve";"Pleasance Gardens";1880,11;"interaction_turnover";0,783132530120482;"pollination"
"Garrard Street Reserve";"Princes Park";1585,4;"species_turnover";0,45;"pollination"
"Garrard Street Reserve";"Princes Park";1585,4;"interaction_turnover";0,781818181818182;"pollination"
"Garrard Street Reserve";"Royal Park";256,02;"species_turnover";0,735849056603774;"pollination"
"Garrard Street Reserve";"Royal Park";256,02;"interaction_turnover";0,858267716535433;"pollination"
"Garrard Street Reserve";"State Library of Victoria";3876,33;"species_turnover";0,4;"pollination"
"Garrard Street Reserve";"State Library of Victoria";3876,33;"interaction_turnover";1;"pollination"
"Garrard Street Reserve";"University Square";2779,34;"species_turnover";0,166666666666667;"pollination"
"Garrard Street Reserve";"University Square";2779,34;"interaction_turnover";0,666666666666667;"pollination"
"Garrard Street Reserve";"Westgate Park";6153,56;"species_turnover";0,682539682539683;"pollination"
"Garrard Street Reserve";"Westgate Park";6153,56;"interaction_turnover";0,940789473684211;"pollination"
"Garrard Street Reserve";"Women's Peace Gardens";1989,41;"species_turnover";1;"pollination"
"Garrard Street Reserve";"Women's Peace Gardens";1989,41;"interaction_turnover";1;"pollination"
"Garrard Street Reserve";"Womens Peace Gardens";NA;"species_turnover";0,487179487179487;"pollination"
"Garrard Street Reserve";"Womens Peace Gardens";NA;"interaction_turnover";0,904761904761905;"pollination"
"Lincoln Square";"Murchinson Square";814,9;"species_turnover";0,405405405405405;"pollination"
"Lincoln Square";"Murchinson Square";814,9;"interaction_turnover";0,720930232558139;"pollination"
"Lincoln Square";"Pleasance Gardens";1524,14;"species_turnover";0,473684210526316;"pollination"
"Lincoln Square";"Pleasance Gardens";1524,14;"interaction_turnover";0,870503597122302;"pollination"
"Lincoln Square";"Princes Park";1129,68;"species_turnover";0,469387755102041;"pollination"
"Lincoln Square";"Princes Park";1129,68;"interaction_turnover";0,755656108597285;"pollination"
"Lincoln Square";"Royal Park";1114,29;"species_turnover";0,773913043478261;"pollination"
"Lincoln Square";"Royal Park";1114,29;"interaction_turnover";0,921852387843705;"pollination"
"Lincoln Square";"State Library of Victoria";729,61;"species_turnover";0,487179487179487;"pollination"
"Lincoln Square";"State Library of Victoria";729,61;"interaction_turnover";0,877551020408163;"pollination"
"Lincoln Square";"University Square";161,27;"species_turnover";0,393939393939394;"pollination"
"Lincoln Square";"University Square";161,27;"interaction_turnover";0,836363636363636;"pollination"
"Lincoln Square";"Westgate Park";5333,84;"species_turnover";0,666666666666667;"pollination"
"Lincoln Square";"Westgate Park";5333,84;"interaction_turnover";0,9;"pollination"
"Lincoln Square";"Women's Peace Gardens";3529,17;"species_turnover";0,935483870967742;"pollination"
"Lincoln Square";"Women's Peace Gardens";3529,17;"interaction_turnover";1;"pollination"
"Lincoln Square";"Womens Peace Gardens";NA;"species_turnover";0,541666666666667;"pollination"
"Lincoln Square";"Womens Peace Gardens";NA;"interaction_turnover";0,853061224489796;"pollination"
"Murchinson Square";"Pleasance Gardens";2341,83;"species_turnover";0,310344827586207;"pollination"
"Murchinson Square";"Pleasance Gardens";2341,83;"interaction_turnover";0,727272727272727;"pollination"
"Murchinson Square";"Princes Park";1349,29;"species_turnover";0,4;"pollination"
"Murchinson Square";"Princes Park";1349,29;"interaction_turnover";0,635135135135135;"pollination"
"Murchinson Square";"Royal Park";1536,45;"species_turnover";0,773584905660377;"pollination"
"Murchinson Square";"Royal Park";1536,45;"interaction_turnover";0,941747572815534;"pollination"
"Murchinson Square";"State Library of Victoria";1250,45;"species_turnover";0,333333333333333;"pollination"
"Murchinson Square";"State Library of Victoria";1250,45;"interaction_turnover";1;"pollination"
"Murchinson Square";"University Square";1021,36;"species_turnover";0,166666666666667;"pollination"
"Murchinson Square";"University Square";1021,36;"interaction_turnover";0,513513513513514;"pollination"
"Murchinson Square";"Westgate Park";6260,11;"species_turnover";0,650793650793651;"pollination"
"Murchinson Square";"Westgate Park";6260,11;"interaction_turnover";0,937282229965157;"pollination"
"Murchinson Square";"Women's Peace Gardens";4341,48;"species_turnover";0,909090909090909;"pollination"
"Murchinson Square";"Women's Peace Gardens";4341,48;"interaction_turnover";1;"pollination"
"Murchinson Square";"Womens Peace Gardens";NA;"species_turnover";0,487179487179487;"pollination"
"Murchinson Square";"Womens Peace Gardens";NA;"interaction_turnover";0,895348837209302;"pollination"
"Pleasance Gardens";"Princes Park";1340,55;"species_turnover";0,51219512195122;"pollination"
"Pleasance Gardens";"Princes Park";1340,55;"interaction_turnover";0,886075949367089;"pollination"
"Pleasance Gardens";"Royal Park";351,17;"species_turnover";0,775700934579439;"pollination"
"Pleasance Gardens";"Royal Park";351,17;"interaction_turnover";0,942675159235669;"pollination"
"Pleasance Gardens";"State Library of Victoria";2133,64;"species_turnover";0,354838709677419;"pollination"
"Pleasance Gardens";"State Library of Victoria";2133,64;"interaction_turnover";0,785714285714286;"pollination"
"Pleasance Gardens";"University Square";1250,03;"species_turnover";0,2;"pollination"
"Pleasance Gardens";"University Square";1250,03;"interaction_turnover";0,617021276595745;"pollination"
"Pleasance Gardens";"Westgate Park";4688,67;"species_turnover";0,6875;"pollination"
"Pleasance Gardens";"Westgate Park";4688,67;"interaction_turnover";1;"pollination"
"Pleasance Gardens";"Women's Peace Gardens";1868,06;"species_turnover";0,91304347826087;"pollination"
"Pleasance Gardens";"Women's Peace Gardens";1868,06;"interaction_turnover";1;"pollination"
"Pleasance Gardens";"Womens Peace Gardens";NA;"species_turnover";0,4;"pollination"
"Pleasance Gardens";"Womens Peace Gardens";NA;"interaction_turnover";0,703296703296703;"pollination"
"Princes Park";"Royal Park";85,25;"species_turnover";0,694915254237288;"pollination"
"Princes Park";"Royal Park";85,25;"interaction_turnover";0,822535211267606;"pollination"
"Princes Park";"State Library of Victoria";2011,67;"species_turnover";0,476190476190476;"pollination"
"Princes Park";"State Library of Victoria";2011,67;"interaction_turnover";0,783132530120482;"pollination"
"Princes Park";"University Square";949,69;"species_turnover";0,444444444444444;"pollination"
"Princes Park";"University Square";949,69;"interaction_turnover";0,86046511627907;"pollination"
"Princes Park";"Westgate Park";6036,59;"species_turnover";0,626666666666667;"pollination"
"Princes Park";"Westgate Park";6036,59;"interaction_turnover";0,857519788918206;"pollination"
"Princes Park";"Women's Peace Gardens";3046,9;"species_turnover";0,882352941176471;"pollination"
"Princes Park";"Women's Peace Gardens";3046,9;"interaction_turnover";1;"pollination"
"Princes Park";"Womens Peace Gardens";NA;"species_turnover";0,450980392156863;"pollination"
"Princes Park";"Womens Peace Gardens";NA;"interaction_turnover";0,659090909090909;"pollination"
"Royal Park";"State Library of Victoria";1888,05;"species_turnover";0,777777777777778;"pollination"
"Royal Park";"State Library of Victoria";1888,05;"interaction_turnover";0,971698113207547;"pollination"
"Royal Park";"University Square";827,8;"species_turnover";0,803921568627451;"pollination"
"Royal Park";"University Square";827,8;"interaction_turnover";0,969949916527546;"pollination"
"Royal Park";"Westgate Park";5101,19;"species_turnover";0,546099290780142;"pollination"
"Royal Park";"Westgate Park";5101,19;"interaction_turnover";0,616018845700824;"pollination"
"Royal Park";"Women's Peace Gardens";1588,84;"species_turnover";0,86;"pollination"
"Royal Park";"Women's Peace Gardens";1588,84;"interaction_turnover";1;"pollination"
"Royal Park";"Womens Peace Gardens";NA;"species_turnover";0,743589743589744;"pollination"
"Royal Park";"Womens Peace Gardens";NA;"interaction_turnover";0,852861035422343;"pollination"
"State Library of Victoria";"University Square";905,64;"species_turnover";0,307692307692308;"pollination"
"State Library of Victoria";"University Square";905,64;"interaction_turnover";1;"pollination"
"State Library of Victoria";"Westgate Park";5095,72;"species_turnover";0,661538461538462;"pollination"
"State Library of Victoria";"Westgate Park";5095,72;"interaction_turnover";0,940983606557377;"pollination"
"State Library of Victoria";"Women's Peace Gardens";4035,87;"species_turnover";0,833333333333333;"pollination"
"State Library of Victoria";"Women's Peace Gardens";4035,87;"interaction_turnover";1;"pollination"
"State Library of Victoria";"Womens Peace Gardens";NA;"species_turnover";0,463414634146341;"pollination"
"State Library of Victoria";"Womens Peace Gardens";NA;"interaction_turnover";0,810526315789474;"pollination"
"University Square";"Westgate Park";5217,14;"species_turnover";0,694915254237288;"pollination"
"University Square";"Westgate Park";5217,14;"interaction_turnover";1;"pollination"
"University Square";"Women's Peace Gardens";3258,77;"species_turnover";1;"pollination"
"University Square";"Women's Peace Gardens";3258,77;"interaction_turnover";1;"pollination"
"University Square";"Womens Peace Gardens";NA;"species_turnover";0,428571428571429;"pollination"
"University Square";"Womens Peace Gardens";NA;"interaction_turnover";0,882352941176471;"pollination"
"Westgate Park";"Women's Peace Gardens";4314,91;"species_turnover";0,929824561403509;"pollination"
"Westgate Park";"Women's Peace Gardens";4314,91;"interaction_turnover";1;"pollination"
"Westgate Park";"Womens Peace Gardens";NA;"species_turnover";0,72972972972973;"pollination"
"Westgate Park";"Womens Peace Gardens";NA;"interaction_turnover";0,955334987593052;"pollination"
"Women's Peace Gardens";"Womens Peace Gardens";NA;"species_turnover";0,696969696969697;"pollination"
"Women's Peace Gardens";"Womens Peace Gardens";NA;"interaction_turnover";1;"pollination"
