"sp_1";"site_1";"sp_2";"site_2";"interaction_type";"apparent_interaction_value"
"Cynodon dactylon01";"Argyle Square";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";4,91177750364472
"Cynodon dactylon01";"Argyle Square";"Rosmarinus officinalis";"Argyle Square";"Pollination";3
"Cynodon dactylon01";"Argyle Square";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,33967926432657
"Cynodon dactylon01";"Argyle Square";"Salvia leucantha";"Carlton Gardens South";"Pollination";7,71302755037195
"Cynodon dactylon01";"Argyle Square";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,85651377518597
"Cynodon dactylon01";"Argyle Square";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,988629957758588
"Cynodon dactylon04";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Pollination";0,755393069417966
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon04";"Carlton Gardens South";"Pollination";1
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon16";"Murchinson Square";"Pollination";0,931468730140929
"Cynodon dactylon04";"Carlton Gardens South";"Duma florulenta";"Westgate Park";"Pollination";0,171887406078277
"Cynodon dactylon04";"Carlton Gardens South";"Schinus molle";"Women's Peace Gardens";"Pollination";0,380234009943553
"Cynodon dactylon04";"Carlton Gardens South";"Westringia fruticosa";"State Library of Victoria";"Pollination";0,940014205076446
"Cynodon dactylon16";"Murchinson Square";"Corymbia maculata";"Royal Park";"Pollination";0,78300624275728
"Cynodon dactylon16";"Murchinson Square";"Cynodon dactylon04";"Carlton Gardens South";"Pollination";0,931468730140929
"Cynodon dactylon16";"Murchinson Square";"Cynodon dactylon16";"Murchinson Square";"Pollination";1
"Cynodon dactylon16";"Murchinson Square";"Duma florulenta";"Westgate Park";"Pollination";0,0766909648237449
"Cynodon dactylon16";"Murchinson Square";"Schinus molle";"Women's Peace Gardens";"Pollination";0,363578183993122
"Cynodon dactylon16";"Murchinson Square";"Westringia fruticosa";"State Library of Victoria";"Pollination";0,825770999214983
"Cynodon dactylon20";"Princes Park";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Cynodon dactylon20";"Princes Park";"Agapanthus praecox";"Carlton Gardens South";"Pollination";3,06849388807895
"Cynodon dactylon20";"Princes Park";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Cynodon dactylon20";"Princes Park";"Calodendrum capense ";"Royal Park";"Pollination";3
"Cynodon dactylon20";"Princes Park";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";1,90243355388584
"Cynodon dactylon20";"Princes Park";"Canna indica";"Carlton Gardens South";"Pollination";6,1369877761579
"Cynodon dactylon20";"Princes Park";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,6714590108781
"Cynodon dactylon20";"Princes Park";"Corymbia maculata";"Royal Park";"Pollination";1,5
"Cynodon dactylon20";"Princes Park";"Cynodon dactylon01";"Argyle Square";"Pollination";2,49365481664237
"Cynodon dactylon20";"Princes Park";"Cynodon dactylon20";"Princes Park";"Pollination";3
"Cynodon dactylon20";"Princes Park";"Cynodon dactylon23";"Princes Park";"Pollination";3
"Cynodon dactylon20";"Princes Park";"Echium candicans";"Carlton Gardens South";"Pollination";6,1369877761579
"Cynodon dactylon20";"Princes Park";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,110113266793765
"Cynodon dactylon20";"Princes Park";"Lavandula sp.";"Carlton Gardens South";"Pollination";6,1369877761579
"Cynodon dactylon20";"Princes Park";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,6714590108781
"Cynodon dactylon20";"Princes Park";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Cynodon dactylon20";"Princes Park";"Lophostemon confertus";"Princes Park";"Pollination";3
"Cynodon dactylon20";"Princes Park";"Mentha pulegium";"Argyle Square";"Pollination";2,49365481664237
"Cynodon dactylon20";"Princes Park";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Cynodon dactylon20";"Princes Park";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,49365481664237
"Cynodon dactylon20";"Princes Park";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,6714590108781
"Cynodon dactylon20";"Princes Park";"Salvia leucantha";"Carlton Gardens South";"Pollination";6,1369877761579
"Cynodon dactylon20";"Princes Park";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,06849388807895
"Cynodon dactylon20";"Princes Park";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,843829389555531
"Cynodon dactylon23";"Princes Park";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Cynodon dactylon23";"Princes Park";"Agapanthus praecox";"Carlton Gardens South";"Pollination";3,06849388807895
"Cynodon dactylon23";"Princes Park";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Cynodon dactylon23";"Princes Park";"Calodendrum capense ";"Royal Park";"Pollination";3
"Cynodon dactylon23";"Princes Park";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";1,90243355388584
"Cynodon dactylon23";"Princes Park";"Canna indica";"Carlton Gardens South";"Pollination";6,1369877761579
"Cynodon dactylon23";"Princes Park";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,6714590108781
"Cynodon dactylon23";"Princes Park";"Corymbia maculata";"Royal Park";"Pollination";1,5
"Cynodon dactylon23";"Princes Park";"Cynodon dactylon01";"Argyle Square";"Pollination";2,49365481664237
"Cynodon dactylon23";"Princes Park";"Cynodon dactylon20";"Princes Park";"Pollination";3
"Cynodon dactylon23";"Princes Park";"Cynodon dactylon23";"Princes Park";"Pollination";3
"Cynodon dactylon23";"Princes Park";"Echium candicans";"Carlton Gardens South";"Pollination";6,1369877761579
"Cynodon dactylon23";"Princes Park";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,110113266793765
"Cynodon dactylon23";"Princes Park";"Lavandula sp.";"Carlton Gardens South";"Pollination";6,1369877761579
"Cynodon dactylon23";"Princes Park";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,6714590108781
"Cynodon dactylon23";"Princes Park";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Cynodon dactylon23";"Princes Park";"Lophostemon confertus";"Princes Park";"Pollination";3
"Cynodon dactylon23";"Princes Park";"Mentha pulegium";"Argyle Square";"Pollination";2,49365481664237
"Cynodon dactylon23";"Princes Park";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Cynodon dactylon23";"Princes Park";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,49365481664237
"Cynodon dactylon23";"Princes Park";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,6714590108781
"Cynodon dactylon23";"Princes Park";"Salvia leucantha";"Carlton Gardens South";"Pollination";6,1369877761579
"Cynodon dactylon23";"Princes Park";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,06849388807895
"Cynodon dactylon23";"Princes Park";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,843829389555531
"Dietes sp.";"Women's Peace Gardens";"Dietes sp.";"Women's Peace Gardens";"Pollination";1
"Dietes sp.";"Women's Peace Gardens";"Poa labillardierei";"Royal Park";"Pollination";0,775172516915255
"Dietes sp.";"Women's Peace Gardens";"Schinus molle";"Canning/Neil Street Reserve";"Pollination";0,365457739897574
"Duma florulenta";"Westgate Park";"Corymbia maculata";"Royal Park";"Pollination";0,249980935292139
"Duma florulenta";"Westgate Park";"Cynodon dactylon04";"Carlton Gardens South";"Pollination";0,171887406078277
"Duma florulenta";"Westgate Park";"Cynodon dactylon16";"Murchinson Square";"Pollination";0,0766909648237449
"Duma florulenta";"Westgate Park";"Duma florulenta";"Westgate Park";"Pollination";1
"Duma florulenta";"Westgate Park";"Schinus molle";"Women's Peace Gardens";"Pollination";0,367551119584315
"Duma florulenta";"Westgate Park";"Westringia fruticosa";"State Library of Victoria";"Pollination";0,250798848641172
"Echium candicans";"Carlton Gardens South";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Echium candicans";"Carlton Gardens South";"Agapanthus praecox";"Carlton Gardens South";"Pollination";4
"Echium candicans";"Carlton Gardens South";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Echium candicans";"Carlton Gardens South";"Calodendrum capense ";"Royal Park";"Pollination";2,2661792082539
"Echium candicans";"Carlton Gardens South";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,79417741392845
"Echium candicans";"Carlton Gardens South";"Canna indica";"Carlton Gardens South";"Pollination";8
"Echium candicans";"Carlton Gardens South";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Echium candicans";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Pollination";1,13308960412695
"Echium candicans";"Carlton Gardens South";"Cynodon dactylon01";"Argyle Square";"Pollination";2,89238533138948
"Echium candicans";"Carlton Gardens South";"Cynodon dactylon20";"Princes Park";"Pollination";2,30137041605921
"Echium candicans";"Carlton Gardens South";"Cynodon dactylon23";"Princes Park";"Pollination";2,30137041605921
"Echium candicans";"Carlton Gardens South";"Echium candicans";"Carlton Gardens South";"Pollination";8
"Echium candicans";"Carlton Gardens South";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,171887406078277
"Echium candicans";"Carlton Gardens South";"Lavandula sp.";"Carlton Gardens South";"Pollination";8
"Echium candicans";"Carlton Gardens South";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Echium candicans";"Carlton Gardens South";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Echium candicans";"Carlton Gardens South";"Lophostemon confertus";"Princes Park";"Pollination";2,30137041605921
"Echium candicans";"Carlton Gardens South";"Mentha pulegium";"Argyle Square";"Pollination";2,89238533138948
"Echium candicans";"Carlton Gardens South";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Echium candicans";"Carlton Gardens South";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,89238533138948
"Echium candicans";"Carlton Gardens South";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,14070202983066
"Echium candicans";"Carlton Gardens South";"Salvia leucantha";"Carlton Gardens South";"Pollination";8
"Echium candicans";"Carlton Gardens South";"Stachys byzantina";"Carlton Gardens South";"Pollination";4
"Echium candicans";"Carlton Gardens South";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,927006840865762
"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Carex flagellifera";"Fitzroy-Treasury Gardens";"Pollination";3
"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Pollination";3
"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Lincoln Square";"Pollination";0,785464468617996
"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Nandina domestica";"Fitzroy-Treasury Gardens";"Pollination";3
"Ficus macrophylla";"Lincoln Square";"Carex flagellifera";"Fitzroy-Treasury Gardens";"Pollination";2,35639340585399
"Ficus macrophylla";"Lincoln Square";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Pollination";2,35639340585399
"Ficus macrophylla";"Lincoln Square";"Ficus macrophylla";"Lincoln Square";"Pollination";1
"Ficus macrophylla";"Lincoln Square";"Nandina domestica";"Fitzroy-Treasury Gardens";"Pollination";2,35639340585399
"Goodenia ovata";"Royal Park";"Goodenia ovata";"Royal Park";"Pollination";1
"Kunzea leptospermoides";"Westgate Park";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";0,883516877873725
"Kunzea leptospermoides";"Westgate Park";"Agapanthus praecox";"Carlton Gardens South";"Pollination";0,68754962431311
"Kunzea leptospermoides";"Westgate Park";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";0,883516877873725
"Kunzea leptospermoides";"Westgate Park";"Calodendrum capense ";"Royal Park";"Pollination";0,749942805876416
"Kunzea leptospermoides";"Westgate Park";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";0,441758438936862
"Kunzea leptospermoides";"Westgate Park";"Canna indica";"Carlton Gardens South";"Pollination";1,37509924862622
"Kunzea leptospermoides";"Westgate Park";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,10265335875294
"Kunzea leptospermoides";"Westgate Park";"Corymbia maculata";"Royal Park";"Pollination";0,374971402938208
"Kunzea leptospermoides";"Westgate Park";"Cynodon dactylon01";"Argyle Square";"Pollination";0,555653246607603
"Kunzea leptospermoides";"Westgate Park";"Cynodon dactylon20";"Princes Park";"Pollination";0,330339800381294
"Kunzea leptospermoides";"Westgate Park";"Cynodon dactylon23";"Princes Park";"Pollination";0,330339800381294
"Kunzea leptospermoides";"Westgate Park";"Echium candicans";"Carlton Gardens South";"Pollination";1,37509924862622
"Kunzea leptospermoides";"Westgate Park";"Kunzea leptospermoides";"Westgate Park";"Pollination";1
"Kunzea leptospermoides";"Westgate Park";"Lavandula sp.";"Carlton Gardens South";"Pollination";1,37509924862622
"Kunzea leptospermoides";"Westgate Park";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,10265335875294
"Kunzea leptospermoides";"Westgate Park";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";0,883516877873725
"Kunzea leptospermoides";"Westgate Park";"Lophostemon confertus";"Princes Park";"Pollination";0,330339800381294
"Kunzea leptospermoides";"Westgate Park";"Mentha pulegium";"Argyle Square";"Pollination";0,555653246607603
"Kunzea leptospermoides";"Westgate Park";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";0,883516877873725
"Kunzea leptospermoides";"Westgate Park";"Rosmarinus officinalis";"Argyle Square";"Pollination";0,555653246607603
"Kunzea leptospermoides";"Westgate Park";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,10265335875294
"Kunzea leptospermoides";"Westgate Park";"Salvia leucantha";"Carlton Gardens South";"Pollination";1,37509924862622
"Kunzea leptospermoides";"Westgate Park";"Stachys byzantina";"Carlton Gardens South";"Pollination";0,68754962431311
"Kunzea leptospermoides";"Westgate Park";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,215193450712123
"Lavandula sp.";"Carlton Gardens South";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Lavandula sp.";"Carlton Gardens South";"Agapanthus praecox";"Carlton Gardens South";"Pollination";4
"Lavandula sp.";"Carlton Gardens South";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Lavandula sp.";"Carlton Gardens South";"Calodendrum capense ";"Royal Park";"Pollination";2,2661792082539
"Lavandula sp.";"Carlton Gardens South";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,79417741392845
"Lavandula sp.";"Carlton Gardens South";"Canna indica";"Carlton Gardens South";"Pollination";8
"Lavandula sp.";"Carlton Gardens South";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Lavandula sp.";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Pollination";1,13308960412695
"Lavandula sp.";"Carlton Gardens South";"Cynodon dactylon01";"Argyle Square";"Pollination";2,89238533138948
"Lavandula sp.";"Carlton Gardens South";"Cynodon dactylon20";"Princes Park";"Pollination";2,30137041605921
"Lavandula sp.";"Carlton Gardens South";"Cynodon dactylon23";"Princes Park";"Pollination";2,30137041605921
"Lavandula sp.";"Carlton Gardens South";"Echium candicans";"Carlton Gardens South";"Pollination";8
"Lavandula sp.";"Carlton Gardens South";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,171887406078277
"Lavandula sp.";"Carlton Gardens South";"Lavandula sp.";"Carlton Gardens South";"Pollination";8
"Lavandula sp.";"Carlton Gardens South";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Lavandula sp.";"Carlton Gardens South";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Lavandula sp.";"Carlton Gardens South";"Lophostemon confertus";"Princes Park";"Pollination";2,30137041605921
"Lavandula sp.";"Carlton Gardens South";"Mentha pulegium";"Argyle Square";"Pollination";2,89238533138948
"Lavandula sp.";"Carlton Gardens South";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Lavandula sp.";"Carlton Gardens South";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,89238533138948
"Lavandula sp.";"Carlton Gardens South";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,14070202983066
"Lavandula sp.";"Carlton Gardens South";"Salvia leucantha";"Carlton Gardens South";"Pollination";8
"Lavandula sp.";"Carlton Gardens South";"Stachys byzantina";"Carlton Gardens South";"Pollination";4
"Lavandula sp.";"Carlton Gardens South";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,927006840865762
"Lavandula sp.";"Women's Peace Gardens";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Lavandula sp.";"Women's Peace Gardens";"Agapanthus praecox";"Carlton Gardens South";"Pollination";1,52093603977421
"Lavandula sp.";"Women's Peace Gardens";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Lavandula sp.";"Women's Peace Gardens";"Calodendrum capense ";"Royal Park";"Pollination";2,32551755074577
"Lavandula sp.";"Women's Peace Gardens";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";0,778136144443198
"Lavandula sp.";"Women's Peace Gardens";"Canna indica";"Carlton Gardens South";"Pollination";3,04187207954843
"Lavandula sp.";"Women's Peace Gardens";"Cistus sp.";"Women's Peace Gardens";"Pollination";3
"Lavandula sp.";"Women's Peace Gardens";"Corymbia maculata";"Royal Park";"Pollination";1,16275877537288
"Lavandula sp.";"Women's Peace Gardens";"Cynodon dactylon01";"Argyle Square";"Pollination";1,33967926432657
"Lavandula sp.";"Women's Peace Gardens";"Cynodon dactylon20";"Princes Park";"Pollination";1,6714590108781
"Lavandula sp.";"Women's Peace Gardens";"Cynodon dactylon23";"Princes Park";"Pollination";1,6714590108781
"Lavandula sp.";"Women's Peace Gardens";"Echium candicans";"Carlton Gardens South";"Pollination";3,04187207954843
"Lavandula sp.";"Women's Peace Gardens";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,367551119584315
"Lavandula sp.";"Women's Peace Gardens";"Lavandula sp.";"Carlton Gardens South";"Pollination";3,04187207954843
"Lavandula sp.";"Women's Peace Gardens";"Lavandula sp.";"Women's Peace Gardens";"Pollination";3
"Lavandula sp.";"Women's Peace Gardens";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Lavandula sp.";"Women's Peace Gardens";"Lophostemon confertus";"Princes Park";"Pollination";1,6714590108781
"Lavandula sp.";"Women's Peace Gardens";"Mentha pulegium";"Argyle Square";"Pollination";1,33967926432657
"Lavandula sp.";"Women's Peace Gardens";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Lavandula sp.";"Women's Peace Gardens";"Rosmarinus officinalis";"Argyle Square";"Pollination";1,33967926432657
"Lavandula sp.";"Women's Peace Gardens";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";3
"Lavandula sp.";"Women's Peace Gardens";"Salvia leucantha";"Carlton Gardens South";"Pollination";3,04187207954843
"Lavandula sp.";"Women's Peace Gardens";"Stachys byzantina";"Carlton Gardens South";"Pollination";1,52093603977421
"Lavandula sp.";"Women's Peace Gardens";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,485040559231431
"Lomandra longifolia";"Royal Park";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Pollination";0,615516429292363
"Lomandra longifolia";"Royal Park";"Lomandra longifolia";"Royal Park";"Pollination";3
"Lomandra longifolia";"Royal Park";"Poa labillardierei";"Royal Park";"Pollination";3
"Lomandra longifolia";"Royal Park";"Rytidosperma sp.";"Westgate Park";"Pollination";0,374971402938208
"Lomandra longifolia";"Royal Park";"Schinus molle";"Pleasance Gardens";"Pollination";0,960237748121566
"Lomandra longifolia";"Royal Park";"Themeda triandra";"Royal Park";"Pollination";3
"Lomandra longifolia";"Royal Park";"Themeda triandra";"Westgate Park";"Pollination";0,749942805876416
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";6
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Carlton Gardens South";"Pollination";3,72556988523794
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";6
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Calodendrum capense ";"Royal Park";"Pollination";1,84654928787709
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";3
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Canna indica";"Carlton Gardens South";"Pollination";7,45113977047587
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Cistus sp.";"Women's Peace Gardens";"Pollination";0,778136144443198
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Corymbia maculata";"Royal Park";"Pollination";0,923274643938544
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Cynodon dactylon01";"Argyle Square";"Pollination";2,45588875182236
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Cynodon dactylon20";"Princes Park";"Pollination";1,90243355388584
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Cynodon dactylon23";"Princes Park";"Pollination";1,90243355388584
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Echium candicans";"Carlton Gardens South";"Pollination";7,45113977047587
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,147252812978954
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Carlton Gardens South";"Pollination";7,45113977047587
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Women's Peace Gardens";"Pollination";0,778136144443198
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";6
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Princes Park";"Pollination";1,90243355388584
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Mentha pulegium";"Argyle Square";"Pollination";2,45588875182236
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";6
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,45588875182236
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";0,778136144443198
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Salvia leucantha";"Carlton Gardens South";"Pollination";7,45113977047587
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,72556988523794
"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,785464468617996
"Lophostemon confertus";"Princes Park";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Lophostemon confertus";"Princes Park";"Agapanthus praecox";"Carlton Gardens South";"Pollination";3,06849388807895
"Lophostemon confertus";"Princes Park";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Lophostemon confertus";"Princes Park";"Calodendrum capense ";"Royal Park";"Pollination";3
"Lophostemon confertus";"Princes Park";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";1,90243355388584
"Lophostemon confertus";"Princes Park";"Canna indica";"Carlton Gardens South";"Pollination";6,1369877761579
"Lophostemon confertus";"Princes Park";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,6714590108781
"Lophostemon confertus";"Princes Park";"Corymbia maculata";"Royal Park";"Pollination";1,5
"Lophostemon confertus";"Princes Park";"Cynodon dactylon01";"Argyle Square";"Pollination";2,49365481664237
"Lophostemon confertus";"Princes Park";"Cynodon dactylon20";"Princes Park";"Pollination";3
"Lophostemon confertus";"Princes Park";"Cynodon dactylon23";"Princes Park";"Pollination";3
"Lophostemon confertus";"Princes Park";"Echium candicans";"Carlton Gardens South";"Pollination";6,1369877761579
"Lophostemon confertus";"Princes Park";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,110113266793765
"Lophostemon confertus";"Princes Park";"Lavandula sp.";"Carlton Gardens South";"Pollination";6,1369877761579
"Lophostemon confertus";"Princes Park";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,6714590108781
"Lophostemon confertus";"Princes Park";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Lophostemon confertus";"Princes Park";"Lophostemon confertus";"Princes Park";"Pollination";3
"Lophostemon confertus";"Princes Park";"Mentha pulegium";"Argyle Square";"Pollination";2,49365481664237
"Lophostemon confertus";"Princes Park";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";3,80486710777167
"Lophostemon confertus";"Princes Park";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,49365481664237
"Lophostemon confertus";"Princes Park";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,6714590108781
